,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
488,1.0,2,Mrs,female,19.0,1,0,26.0,S
489,1.0,2,Mr,male,28.0,0,0,13.8625,C
490,0.0,3,Mr,male,33.0,1,1,20.525,S
491,1.0,2,Master,male,8.0,1,1,36.75,S
492,1.0,1,Mr,male,17.0,0,2,110.8833,C
493,0.0,2,Mr,male,27.0,0,0,26.0,S
494,0.0,3,Mr,male,28.0,0,0,7.8292,Q
495,1.0,3,Mr,male,22.0,0,0,7.225,C
496,1.0,3,Miss,female,22.0,0,0,7.775,S
497,1.0,1,Lady,female,48.0,1,0,39.6,C
498,0.0,1,Mr,male,28.0,0,0,227.525,C
499,1.0,1,Mrs,female,39.0,1,1,79.65,S
500,1.0,3,Mrs,female,36.0,1,0,17.4,S
501,0.0,3,Mr,male,40.0,0,0,7.8958,S
502,0.0,2,Mr,male,28.0,0,0,13.5,S
503,0.0,3,Miss,female,28.0,0,0,8.05,S
504,0.0,3,Mr,male,24.0,2,0,24.15,S
505,0.0,3,Mr,male,19.0,0,0,7.8958,S
506,0.0,3,Mrs,female,29.0,0,4,21.075,S
507,1.0,3,Mr,male,32.0,0,0,7.8542,S
508,1.0,2,Mr,male,62.0,0,0,10.5,S
509,1.0,1,Mrs,female,53.0,2,0,51.4792,S
510,1.0,1,Mr,male,36.0,0,0,26.3875,S
511,0.0,3,Mr,male,16.0,0,0,8.05,S
512,0.0,3,Mr,male,19.0,0,0,14.5,S
513,1.0,2,Miss,female,34.0,0,0,13.0,S
514,1.0,1,Mrs,female,39.0,1,0,55.9,S
515,0.0,3,Mrs,female,28.0,1,0,14.4583,C
516,1.0,3,Mr,male,32.0,0,0,7.925,S
517,1.0,2,Miss,female,25.0,1,1,30.0,S
518,1.0,1,Mrs,female,39.0,1,1,110.8833,C
519,0.0,2,Mr,male,54.0,0,0,26.0,S
520,0.0,1,Mr,male,36.0,0,0,40.125,C
521,0.0,3,Mr,male,28.0,0,0,8.7125,C
522,1.0,1,Miss,female,18.0,0,2,79.65,S
523,0.0,2,Mr,male,47.0,0,0,15.0,S
524,1.0,1,Mr,male,60.0,1,1,79.2,C
525,0.0,3,Mr,male,35.0,0,0,7.125,S
526,1.0,1,Mrs,female,52.0,1,0,78.2667,C
527,0.0,3,Mr,male,47.0,0,0,7.25,S
528,0.0,3,Miss,female,28.0,0,2,7.75,Q
529,0.0,2,Mr,male,37.0,1,0,26.0,S
530,0.0,3,Mr,male,36.0,1,1,24.15,S
531,1.0,2,Miss,female,28.0,0,0,33.0,S
532,0.0,3,Mr,male,49.0,0,0,0.0,S
533,1.0,1,Sir,male,49.0,1,0,56.9292,C
534,1.0,2,Mrs,female,24.0,2,1,27.0,S
535,0.0,1,Mr,male,28.0,0,0,42.4,S
536,0.0,3,Mr,male,44.0,0,0,8.05,S
537,1.0,1,Mr,male,35.0,0,0,26.55,C
538,0.0,3,Mr,male,36.0,1,0,15.55,S
539,0.0,3,Mr,male,30.0,0,0,7.8958,S
540,1.0,1,Mr,male,27.0,0,0,30.5,S
541,1.0,2,Mrs,female,22.0,1,2,41.5792,C
542,1.0,1,Miss,female,40.0,0,0,153.4625,S
543,0.0,3,Mrs,female,39.0,1,5,31.275,S
544,0.0,3,Mr,male,28.0,0,0,7.05,S
545,1.0,2,Miss,female,24.0,1,2,65.0,S
546,0.0,3,Mr,male,34.0,1,1,14.4,S
547,0.0,3,Mrs,female,26.0,1,0,16.1,S
548,1.0,2,Miss,female,4.0,2,1,39.0,S
549,0.0,2,Mr,male,26.0,0,0,10.5,S
550,0.0,3,Mr,male,27.0,1,0,14.4542,C
551,1.0,1,Mr,male,42.0,1,0,52.5542,S
552,1.0,3,Mr,male,20.0,1,1,15.7417,C
553,0.0,3,Mr,male,21.0,0,0,7.8542,S
554,0.0,3,Mr,male,21.0,0,0,16.1,S
555,0.0,1,Mr,male,61.0,0,0,32.3208,S
556,0.0,2,Rev,male,57.0,0,0,12.35,Q
557,1.0,1,Miss,female,21.0,0,0,77.9583,S
558,0.0,3,Mr,male,26.0,0,0,7.8958,S
559,0.0,3,Mr,male,28.0,0,0,7.7333,Q
560,1.0,1,Mr,male,80.0,0,0,30.0,S
561,0.0,3,Mr,male,51.0,0,0,7.0542,S
562,1.0,1,Dr,male,32.0,0,0,30.5,C
563,0.0,1,Mr,male,28.0,0,0,0.0,S
564,0.0,3,Miss,female,9.0,3,2,27.9,S
565,1.0,2,Miss,female,28.0,0,0,13.0,S
566,0.0,2,Mr,male,31.0,1,1,26.25,S
567,0.0,3,Mrs,female,41.0,0,5,39.6875,S
568,0.0,3,Mr,male,28.0,1,0,16.1,S
569,1.0,1,Mlle,female,24.0,0,0,69.3,C
570,0.0,3,Miss,female,2.0,3,2,27.9,S
571,1.0,3,Mr,male,28.0,0,0,56.4958,S
572,1.0,1,Mr,male,48.0,1,0,76.7292,C
573,1.0,1,Col,male,56.0,0,0,35.5,C
574,0.0,3,Mr,male,28.0,0,0,7.55,S
575,1.0,3,Miss,female,23.0,0,0,7.55,S
576,1.0,2,Miss,female,18.0,0,1,23.0,S
577,0.0,3,Mr,male,21.0,0,0,8.4333,S
578,1.0,3,Miss,female,28.0,0,0,7.8292,Q
579,0.0,3,Miss,female,18.0,0,0,6.75,Q
580,0.0,2,Mr,male,24.0,2,0,73.5,S
581,0.0,3,Mrs,female,32.0,1,1,15.5,Q
582,0.0,2,Mr,male,23.0,0,0,13.0,S
583,0.0,1,Mr,male,58.0,0,2,113.275,C
584,1.0,1,Dr,male,50.0,2,0,133.65,S
585,0.0,3,Mr,male,40.0,0,0,7.225,C
586,0.0,1,Mr,male,47.0,0,0,25.5875,S
587,0.0,3,Mr,male,36.0,0,0,7.4958,S
588,1.0,3,Mr,male,20.0,1,0,7.925,S
589,0.0,2,Mr,male,32.0,2,0,73.5,S
590,0.0,3,Mr,male,28.0,0,0,7.775,S
591,0.0,3,Mr,male,43.0,0,0,8.05,S
592,1.0,1,Mrs,female,28.0,1,0,52.0,S
593,1.0,2,Mrs,female,40.0,1,1,39.0,S
594,0.0,1,Mr,male,31.0,1,0,52.0,S
595,0.0,2,Mr,male,70.0,0,0,10.5,S
596,1.0,2,Mr,male,31.0,0,0,13.0,S
597,0.0,3,Mr,male,18.0,0,0,7.775,S
598,0.0,3,Mr,male,24.5,0,0,8.05,S
599,1.0,3,Miss,female,18.0,0,0,9.8417,S
600,0.0,3,Mrs,female,43.0,1,6,46.9,S
601,1.0,1,Mr,male,36.0,0,1,512.3292,C
602,0.0,3,Miss,female,28.0,0,0,8.1375,Q
603,1.0,1,Mr,male,27.0,0,0,76.7292,C
604,0.0,3,Mr,male,20.0,0,0,9.225,S
605,0.0,3,Mr,male,14.0,5,2,46.9,S
606,0.0,2,Mr,male,60.0,1,1,39.0,S
607,0.0,2,Mr,male,25.0,1,2,41.5792,C
608,0.0,3,Mr,male,14.0,4,1,39.6875,S
609,0.0,3,Mr,male,19.0,0,0,10.1708,S
610,0.0,3,Mr,male,18.0,0,0,7.7958,S
611,1.0,1,Miss,female,15.0,0,1,211.3375,S
612,1.0,1,Mr,male,31.0,1,0,57.0,S
613,1.0,3,Miss,female,4.0,0,1,13.4167,C
614,0.0,3,Mr,male,25.0,0,0,7.225,C
615,0.0,1,Col,male,60.0,0,0,26.55,S
616,0.0,2,Mr,male,52.0,0,0,13.5,S
617,1.0,3,Miss,female,28.0,0,0,7.7333,Q
618,0.0,1,Mr,male,49.0,1,1,110.8833,C
619,0.0,3,Mr,male,42.0,0,0,7.65,S
620,1.0,1,Mrs,female,18.0,1,0,227.525,C
621,1.0,1,Mr,male,35.0,0,0,26.2875,S
622,0.0,3,Miss,female,18.0,0,1,14.4542,C
623,0.0,3,Mr,male,25.0,0,0,7.7417,Q
624,0.0,3,Mr,male,26.0,1,0,7.8542,S
625,0.0,2,Mr,male,39.0,0,0,26.0,S
626,1.0,2,Mrs,female,45.0,0,0,13.5,S
627,1.0,1,Mr,male,42.0,0,0,26.2875,S
628,1.0,1,Miss,female,22.0,0,0,151.55,S
629,1.0,1,Mlle,female,24.0,0,0,49.5042,C
630,0.0,1,Mr,male,28.0,0,0,26.55,S
631,1.0,1,Mr,male,48.0,1,0,52.0,S
632,0.0,3,Mr,male,29.0,0,0,9.4833,S
633,0.0,2,Mr,male,52.0,0,0,13.0,S
634,0.0,3,Mr,male,19.0,0,0,7.65,S
635,1.0,1,Miss,female,38.0,0,0,227.525,C
636,1.0,2,Miss,female,27.0,0,0,10.5,S
637,0.0,3,Mr,male,28.0,0,0,15.5,Q
638,0.0,3,Mr,male,33.0,0,0,7.775,S
639,1.0,2,Miss,female,6.0,0,1,33.0,S
640,0.0,3,Mr,male,17.0,1,0,7.0542,S
641,0.0,2,Mr,male,34.0,0,0,13.0,S
642,0.0,2,Mr,male,50.0,0,0,13.0,S
643,1.0,1,Mr,male,27.0,1,0,53.1,S
644,0.0,3,Mr,male,20.0,0,0,8.6625,S
645,1.0,2,Mrs,female,30.0,3,0,21.0,S
646,1.0,3,Miss,female,28.0,0,0,7.7375,Q
647,0.0,2,Mr,male,25.0,1,0,26.0,S
648,0.0,3,Miss,female,25.0,1,0,7.925,S
649,1.0,1,Miss,female,29.0,0,0,211.3375,S
650,0.0,3,Mr,male,11.0,0,0,18.7875,C
651,0.0,3,Mr,male,28.5,0,0,16.1,S
652,0.0,3,Mrs,female,48.0,1,3,34.375,S
653,1.0,1,Mr,male,35.0,0,0,512.3292,C
654,1.0,1,Mr,male,28.0,0,0,30.0,S
655,0.0,1,Mr,male,36.0,1,0,78.85,S
656,1.0,1,Miss,female,21.0,2,2,262.375,C
657,0.0,3,Mr,male,24.0,1,0,16.1,S
658,1.0,3,Mr,male,31.0,0,0,7.925,S
659,0.0,1,Capt,male,70.0,1,1,71.0,S
660,0.0,3,Mr,male,16.0,1,1,20.25,S
661,1.0,2,Miss,female,30.0,0,0,13.0,S
662,0.0,1,Mr,male,19.0,1,0,53.1,S
663,0.0,3,Mr,male,31.0,0,0,7.75,Q
664,1.0,2,Miss,female,4.0,1,1,23.0,S
665,1.0,3,Master,male,6.0,0,1,12.475,S
666,0.0,3,Mr,male,33.0,0,0,9.5,S
667,0.0,3,Mr,male,23.0,0,0,7.8958,S
668,1.0,2,Mrs,female,48.0,1,2,65.0,S
669,1.0,2,Master,male,0.67,1,1,14.5,S
670,0.0,3,Mr,male,28.0,0,0,7.7958,S
671,1.0,1,the Countess,female,33.0,0,0,86.5,S
672,0.0,3,Mr,male,41.0,0,0,7.125,S
673,1.0,3,Mr,male,20.0,0,0,7.2292,C
674,1.0,1,Mrs,female,36.0,1,2,120.0,S
675,0.0,3,Mr,male,16.0,0,0,7.775,S
676,1.0,1,Mrs,female,51.0,1,0,77.9583,S
677,0.0,1,Dr,male,28.0,0,0,39.6,C
678,0.0,3,Miss,female,30.5,0,0,7.75,Q
679,0.0,3,Mr,male,28.0,1,0,24.15,Q
680,0.0,3,Mr,male,32.0,0,0,8.3625,S
681,0.0,3,Mr,male,24.0,0,0,9.5,S
682,0.0,3,Mr,male,48.0,0,0,7.8542,S
683,0.0,2,Mrs,female,57.0,0,0,10.5,S
684,1.0,2,Mrs,female,54.0,1,3,23.0,S
685,0.0,3,Mr,male,18.0,0,0,7.75,S
686,1.0,3,Miss,female,5.0,0,0,12.475,S
687,0.0,3,Mr,male,28.0,0,0,7.7375,Q
688,1.0,1,Mrs,female,43.0,0,1,211.3375,S
689,1.0,3,Miss,female,13.0,0,0,7.2292,C
690,1.0,1,Mrs,female,17.0,1,0,57.0,S
691,0.0,1,Mr,male,29.0,0,0,30.0,S
692,0.0,3,Mr,male,28.0,1,2,23.45,S
693,0.0,3,Mr,male,25.0,0,0,7.05,S
694,0.0,3,Mr,male,25.0,0,0,7.25,S
695,1.0,3,Miss,female,18.0,0,0,7.4958,S
696,0.0,3,Master,male,8.0,4,1,29.125,Q
697,1.0,3,Master,male,1.0,1,2,20.575,S
698,0.0,1,Mr,male,46.0,0,0,79.2,C
699,0.0,2,Mr,male,16.0,0,0,26.0,S
700,0.0,1,Mr,male,28.0,0,0,30.6958,C
701,0.0,3,Mr,male,25.0,0,0,7.8958,S
702,0.0,2,Mr,male,39.0,0,0,13.0,S
703,1.0,1,Dr,female,49.0,0,0,25.9292,S
704,1.0,3,Mrs,female,31.0,0,0,8.6833,S
705,0.0,3,Mr,male,30.0,0,0,7.2292,C
706,0.0,3,Mrs,female,30.0,1,1,24.15,S
707,1.0,2,Mrs,female,31.0,1,1,26.25,S
708,1.0,1,Master,male,11.0,1,2,120.0,S
709,1.0,3,Master,male,0.42,0,1,8.5167,C
710,1.0,3,Mr,male,27.0,0,0,6.975,S
711,0.0,3,Mr,male,31.0,0,0,7.775,S
712,0.0,1,Mr,male,39.0,0,0,0.0,S
713,0.0,3,Miss,female,18.0,0,0,7.775,S
714,1.0,1,Mrs,female,33.0,1,0,53.1,S
715,0.0,3,Mr,male,26.0,0,0,7.8875,S
716,0.0,3,Mr,male,39.0,0,0,24.15,S
717,0.0,2,Mr,male,35.0,0,0,10.5,S
718,0.0,3,Miss,female,6.0,4,2,31.275,S
719,0.0,3,Mr,male,30.5,0,0,8.05,S
720,0.0,3,Miss,female,23.0,0,0,7.925,S
721,0.0,2,Mr,male,31.0,1,1,37.0042,C
722,0.0,3,Mr,male,43.0,0,0,6.45,S
723,0.0,3,Master,male,10.0,3,2,27.9,S
724,1.0,1,Mrs,female,52.0,1,1,93.5,S
725,1.0,3,Mr,male,27.0,0,0,8.6625,S
726,0.0,1,Jonkheer,male,38.0,0,0,0.0,S
727,1.0,3,Mrs,female,27.0,0,1,12.475,S
728,0.0,3,Master,male,2.0,4,1,39.6875,S
729,0.0,3,Mr,male,28.0,0,0,6.95,Q
730,1.0,2,Master,male,1.0,0,2,37.0042,C
731,1.0,3,Mr,male,28.0,0,0,7.75,Q
732,1.0,1,Mrs,female,62.0,0,0,80.0,S
733,1.0,3,Mrs,female,15.0,1,0,14.4542,C
734,1.0,2,Master,male,0.83,1,1,18.75,S
735,0.0,3,Mr,male,23.0,0,0,7.8542,S
736,0.0,3,Mr,male,18.0,0,0,8.3,S
737,1.0,1,Miss,female,39.0,1,1,83.1583,C
738,0.0,3,Mr,male,21.0,0,0,8.6625,S
739,1.0,1,Mr,male,28.0,0,0,29.7,C
740,0.0,3,Mr,male,20.0,0,0,7.925,S
741,0.0,2,Mr,male,16.0,0,0,10.5,S
742,1.0,1,Miss,female,30.0,0,0,31.0,C
743,0.0,3,Mr,male,34.5,0,0,6.4375,C
744,0.0,3,Mr,male,42.0,0,0,7.55,S
745,0.0,3,Mr,male,35.0,0,0,7.8958,C
746,0.0,2,Rev,male,28.0,0,1,33.0,S
747,1.0,1,Mrs,female,28.0,1,0,89.1042,C
748,0.0,3,Master,male,4.0,4,2,31.275,S
749,0.0,3,Mr,male,74.0,0,0,7.775,S
750,0.0,3,Miss,female,9.0,1,1,15.2458,C
751,1.0,1,Miss,female,16.0,0,1,39.4,S
752,0.0,2,Mrs,female,44.0,1,0,26.0,S
753,1.0,3,Mrs,female,18.0,0,1,9.35,S
754,1.0,1,Mrs,female,45.0,1,1,164.8667,S
755,1.0,1,Mr,male,51.0,0,0,26.55,S
756,1.0,3,Mrs,female,24.0,0,3,19.2583,C
757,0.0,3,Mr,male,41.0,2,0,14.1083,S
758,0.0,2,Mr,male,21.0,1,0,11.5,S
759,1.0,1,Mrs,female,48.0,0,0,25.9292,S
760,0.0,2,Mr,male,24.0,0,0,13.0,S
761,1.0,2,Mrs,female,42.0,0,0,13.0,S
762,1.0,2,Miss,female,27.0,1,0,13.8583,C
763,0.0,1,Mr,male,31.0,0,0,50.4958,S
764,1.0,3,Master,male,4.0,1,1,11.1333,S
765,1.0,1,Mrs,female,47.0,1,1,52.5542,S
766,0.0,1,Mr,male,33.0,0,0,5.0,S
767,0.0,3,Mr,male,47.0,0,0,9.0,S
768,1.0,2,Mrs,female,28.0,1,0,24.0,C
769,1.0,3,Miss,female,15.0,0,0,7.225,C
770,0.0,3,Mr,male,20.0,0,0,9.8458,S
771,1.0,1,Mrs,female,56.0,0,1,83.1583,C
772,1.0,2,Mrs,female,25.0,0,1,26.0,S
773,0.0,3,Mr,male,33.0,0,0,7.8958,S
774,0.0,3,Miss,female,22.0,0,0,10.5167,S
775,0.0,2,Mr,male,28.0,0,0,10.5,S
776,0.0,3,Mrs,female,39.0,0,5,29.125,Q
777,0.0,2,Rev,male,27.0,0,0,13.0,S
778,1.0,1,Miss,female,19.0,0,0,30.0,S
779,0.0,3,Miss,female,28.0,1,2,23.45,S
780,1.0,1,Mr,male,26.0,0,0,30.0,C
781,0.0,3,Mr,male,32.0,0,0,7.75,Q
782,,3,Mr,male,34.5,0,0,7.8292,Q
783,,3,Mrs,female,47.0,1,0,7.0,S
784,,2,Mr,male,62.0,0,0,9.6875,Q
785,,3,Mr,male,27.0,0,0,8.6625,S
786,,3,Mrs,female,22.0,1,1,12.2875,S
787,,3,Mr,male,14.0,0,0,9.225,S
788,,3,Miss,female,30.0,0,0,7.6292,Q
789,,2,Mr,male,26.0,1,1,29.0,S
790,,3,Mrs,female,18.0,0,0,7.2292,C
791,,3,Mr,male,21.0,2,0,24.15,S
792,,3,Mr,male,28.0,0,0,7.8958,S
793,,1,Mr,male,46.0,0,0,26.0,S
794,,1,Mrs,female,23.0,1,0,82.2667,S
795,,2,Mr,male,63.0,1,0,26.0,S
796,,1,Mrs,female,47.0,1,0,61.175,S
797,,2,Mrs,female,24.0,1,0,27.7208,C
798,,2,Mr,male,35.0,0,0,12.35,Q
799,,3,Mr,male,21.0,0,0,7.225,C
800,,3,Miss,female,27.0,1,0,7.925,S
801,,3,Mrs,female,45.0,0,0,7.225,C
802,,1,Mr,male,55.0,1,0,59.4,C
803,,3,Master,male,9.0,0,1,3.1708,S
804,,1,Mrs,female,28.0,0,0,31.6833,S
805,,1,Mr,male,21.0,0,1,61.3792,C
806,,1,Mrs,female,48.0,1,3,262.375,C
807,,3,Mr,male,50.0,1,0,14.5,S
808,,1,Miss,female,22.0,0,1,61.9792,C
809,,3,Mr,male,22.5,0,0,7.225,C
810,,1,Mr,male,41.0,0,0,30.5,S
811,,3,Mr,male,28.0,2,0,21.6792,C
812,,2,Mr,male,50.0,1,0,26.0,S
813,,2,Mr,male,24.0,2,0,31.5,S
814,,3,Mrs,female,33.0,1,2,20.575,S
815,,3,Mrs,female,28.0,1,2,23.45,S
816,,1,Mr,male,30.0,1,0,57.75,C
817,,3,Mr,male,18.5,0,0,7.2292,C
818,,3,Miss,female,28.0,0,0,8.05,S
819,,3,Miss,female,21.0,0,0,8.6625,S
820,,3,Mr,male,25.0,0,0,9.5,S
821,,3,Mr,male,28.0,0,0,56.4958,S
822,,3,Mr,male,39.0,0,1,13.4167,C
823,,1,Mr,male,28.0,0,0,26.55,S
824,,3,Mr,male,41.0,0,0,7.85,S
825,,2,Mrs,female,30.0,0,0,13.0,S
826,,1,Mrs,female,45.0,1,0,52.5542,S
827,,3,Mr,male,25.0,0,0,7.925,S
828,,1,Mr,male,45.0,0,0,29.7,C
829,,3,Mr,male,28.0,0,0,7.75,Q
830,,1,Mrs,female,60.0,0,0,76.2917,C
831,,3,Mrs,female,36.0,0,2,15.9,S
832,,1,Mr,male,24.0,1,0,60.0,S
833,,2,Mr,male,27.0,0,0,15.0333,C
834,,2,Miss,female,20.0,2,1,23.0,S
835,,1,Miss,female,28.0,3,2,263.0,S
836,,2,Mr,male,28.0,0,0,15.5792,C
837,,3,Master,male,10.0,4,1,29.125,Q
838,,3,Mr,male,35.0,0,0,7.8958,S
839,,3,Mr,male,25.0,0,0,7.65,S
840,,3,Mr,male,28.0,1,0,16.1,S
841,,1,Miss,female,36.0,0,0,262.375,C
842,,3,Mr,male,17.0,0,0,7.8958,S
843,,2,Mr,male,32.0,0,0,13.5,S
844,,3,Mr,male,18.0,0,0,7.75,S
845,,3,Miss,female,22.0,0,0,7.725,Q
846,,1,Master,male,13.0,2,2,262.375,C
847,,2,Mrs,female,28.0,0,0,21.0,S
848,,3,Miss,female,18.0,0,0,7.8792,Q
849,,1,Mr,male,47.0,0,0,42.4,S
850,,1,Mr,male,31.0,0,0,28.5375,C
851,,1,Mrs,female,60.0,1,4,263.0,S
852,,3,Miss,female,24.0,0,0,7.75,Q
853,,3,Mr,male,21.0,0,0,7.8958,S
854,,3,Miss,female,29.0,0,0,7.925,S
855,,1,Mr,male,28.5,0,0,27.7208,C
856,,1,Miss,female,35.0,0,0,211.5,C
857,,1,Mr,male,32.5,0,0,211.5,C
858,,3,Mr,male,28.0,0,0,8.05,S
859,,1,Mrs,female,55.0,2,0,25.7,S
860,,2,Mr,male,30.0,0,0,13.0,S
861,,3,Miss,female,24.0,0,0,7.75,Q
862,,3,Master,male,6.0,1,1,15.2458,C
863,,1,Mr,male,67.0,1,0,221.7792,S
864,,1,Mr,male,49.0,0,0,26.0,S
865,,3,Mr,male,28.0,0,0,7.8958,S
866,,2,Mr,male,28.0,0,0,10.7083,Q
867,,3,Mr,male,28.0,1,0,14.4542,C
868,,3,Miss,female,27.0,0,0,7.8792,Q
869,,3,Miss,female,18.0,0,0,8.05,S
870,,3,Ms,female,28.0,0,0,7.75,Q
871,,2,Master,male,2.0,1,1,23.0,S
872,,3,Mrs,female,22.0,1,0,13.9,S
873,,3,Mr,male,28.0,0,0,7.775,S
874,,1,Mrs,female,27.0,1,2,52.0,S
875,,3,Mr,male,28.0,0,0,8.05,S
876,,1,Mr,male,25.0,0,0,26.0,C
877,,3,Mr,male,25.0,0,0,7.7958,S
878,,1,Mrs,female,76.0,1,0,78.85,S
879,,3,Mr,male,29.0,0,0,7.925,S
880,,3,Miss,female,20.0,0,0,7.8542,S
881,,3,Mr,male,33.0,0,0,8.05,S
882,,1,Mrs,female,43.0,1,0,55.4417,C
883,,2,Mr,male,27.0,1,0,26.0,S
884,,3,Mr,male,28.0,0,0,7.75,Q
885,,3,Mr,male,26.0,0,0,7.775,S
886,,3,Mrs,female,16.0,1,1,8.5167,C
887,,3,Mr,male,28.0,0,0,22.525,S
888,,3,Mr,male,21.0,0,0,7.8208,Q
889,,3,Mr,male,28.0,0,0,7.75,Q
890,,3,Mr,male,28.0,0,0,8.7125,S
891,,2,Mr,male,18.5,0,0,13.0,S
892,,2,Mr,male,41.0,0,0,15.0458,C
893,,3,Miss,female,28.0,0,0,7.7792,Q
894,,1,Miss,female,36.0,0,0,31.6792,C
895,,3,Miss,female,18.5,0,0,7.2833,Q
896,,1,Mrs,female,63.0,1,0,221.7792,S
897,,3,Mr,male,18.0,1,0,14.4542,C
898,,3,Mr,male,28.0,0,0,6.4375,C
899,,3,Miss,female,1.0,1,1,16.7,S
900,,1,Mr,male,36.0,0,0,75.2417,C
901,,2,Mrs,female,29.0,1,0,26.0,S
902,,2,Miss,female,12.0,0,0,15.75,S
903,,3,Mr,male,28.0,1,0,7.75,Q
904,,1,Mrs,female,35.0,1,0,57.75,C
905,,3,Mr,male,28.0,0,0,7.25,S
906,,3,Mr,male,28.0,0,0,7.75,Q
907,,3,Miss,female,17.0,0,1,16.1,S
908,,3,Mr,male,22.0,0,0,7.7958,S
909,,3,Miss,female,28.0,2,0,23.25,Q
910,,2,Mr,male,42.0,0,0,13.0,S
911,,3,Mr,male,24.0,0,0,8.05,S
912,,3,Mr,male,32.0,0,0,8.05,S
913,,1,Col,male,53.0,0,0,28.5,C
914,,3,Mrs,female,28.0,0,4,25.4667,S
915,,3,Mr,male,28.0,1,0,6.4375,C
916,,3,Mr,male,43.0,0,0,7.8958,S
917,,3,Mr,male,24.0,0,0,7.8542,S
918,,3,Mr,male,26.5,0,0,7.225,C
919,,2,Mr,male,26.0,0,0,13.0,S
920,,3,Miss,female,23.0,0,0,8.05,S
921,,3,Mr,male,40.0,1,6,46.9,S
922,,3,Miss,female,10.0,5,2,46.9,S
923,,1,Miss,female,33.0,0,0,151.55,S
924,,1,Mr,male,61.0,1,3,262.375,C
925,,2,Mr,male,28.0,0,0,26.0,S
926,,1,Mr,male,42.0,0,0,26.55,S
927,,3,Mr,male,31.0,3,0,18.0,S
928,,1,Mr,male,28.0,0,0,51.8625,S
929,,3,Mr,male,22.0,0,0,8.05,S
930,,1,Mr,male,28.0,0,0,26.55,S
931,,2,Rev,male,30.0,1,1,26.0,S
932,,1,Mrs,female,23.0,0,1,83.1583,C
933,,3,Mr,male,28.0,0,0,7.8958,C
934,,3,Mr,male,60.5,0,0,32.2042079685746,S
935,,3,Mrs,female,36.0,0,2,12.1833,S
936,,3,Master,male,13.0,4,2,31.3875,S
937,,3,Mr,male,24.0,0,0,7.55,S
938,,1,Miss,female,29.0,0,0,221.7792,S
939,,3,Miss,female,23.0,0,0,7.8542,S
940,,1,Mr,male,42.0,0,0,26.55,S
941,,3,Mrs,female,26.0,0,2,13.775,S
942,,3,Miss,female,28.0,0,0,7.7333,Q
943,,3,Master,male,7.0,1,1,15.2458,C
944,,2,Miss,female,26.0,0,0,13.5,S
945,,3,Mr,male,28.0,0,0,7.0,S
946,,2,Rev,male,41.0,0,0,13.0,S
947,,3,Mrs,female,26.0,1,1,22.025,S
948,,1,Mr,male,48.0,0,0,50.4958,C
949,,3,Mr,male,18.0,2,2,34.375,S
950,,1,Mrs,female,28.0,0,0,27.7208,C
951,,3,Miss,female,22.0,0,0,8.9625,S
952,,3,Mr,male,28.0,0,0,7.55,S
953,,3,Mr,male,27.0,0,0,7.225,C
954,,3,Mr,male,23.0,1,0,13.9,S
955,,3,Mr,male,28.0,0,0,7.2292,C
956,,3,Mr,male,40.0,1,5,31.3875,S
957,,2,Miss,female,15.0,0,2,39.0,S
958,,2,Miss,female,20.0,0,0,36.75,S
959,,1,Mr,male,54.0,1,0,55.4417,C
960,,2,Mrs,female,36.0,0,3,39.0,S
961,,1,Mrs,female,64.0,0,2,83.1583,C
962,,2,Mr,male,30.0,0,0,13.0,S
963,,1,Mr,male,37.0,1,1,83.1583,C
964,,1,Mrs,female,18.0,1,0,53.1,S
965,,3,Mr,male,28.0,0,0,7.75,Q
966,,1,Mrs,female,27.0,1,1,247.5208,C
967,,2,Mr,male,40.0,0,0,16.0,S
968,,2,Miss,female,21.0,0,1,21.0,S
969,,3,Mr,male,17.0,2,0,8.05,S
970,,3,Miss,female,28.0,8,2,69.55,S
971,,2,Mr,male,40.0,0,0,13.0,S
972,,2,Mr,male,34.0,1,0,26.0,S
973,,1,Mr,male,28.0,0,0,26.0,S
974,,3,Master,male,11.5,1,1,14.5,S
975,,2,Mr,male,61.0,0,0,12.35,Q
976,,2,Master,male,8.0,0,2,32.5,S
977,,3,Mr,male,33.0,0,0,7.8542,S
978,,1,Master,male,6.0,0,2,134.5,C
979,,3,Miss,female,18.0,0,0,7.775,S
980,,2,Mr,male,23.0,0,0,10.5,S
981,,3,Mrs,female,28.0,0,0,8.1125,S
982,,3,Miss,female,28.0,0,0,15.5,Q
983,,3,Master,male,0.33,0,2,14.4,S
984,,1,Col,male,47.0,1,0,227.525,C
985,,2,Miss,female,8.0,1,1,26.0,S
986,,2,Mr,male,25.0,0,0,10.5,S
987,,1,Mr,male,28.0,0,0,25.7417,C
988,,3,Miss,female,35.0,0,0,7.75,Q
989,,2,Mr,male,24.0,0,0,10.5,S
990,,1,Miss,female,33.0,0,0,27.7208,C
991,,3,Mr,male,25.0,0,0,7.8958,S
992,,3,Mr,male,32.0,0,0,22.525,S
993,,3,Mr,male,28.0,0,0,7.05,S
994,,2,Mr,male,17.0,0,0,73.5,S
995,,2,Mrs,female,60.0,1,0,26.0,S
996,,3,Miss,female,38.0,4,2,7.775,S
997,,1,Mr,male,42.0,0,0,42.5,S
998,,3,Miss,female,28.0,0,0,7.8792,Q
